"WKT","Idcko","Datum","Cas","denvtydnu","weekday","Nocden","daynight","Misto","Udalost","Incident","Vyrizeni","closing","Zdroj","Source","Y","X"
"POINT (16.5998700370001 49.2037920340001)","139299","2017/10/10","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Sokolska","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20379203380","16.59987003680"
"POINT (16.626647222 49.1904805560001)","140165","2017/10/08","1899/12/30","Neděle","Sunday","Den","Day","Brno, Krenova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19048055560","16.62664722220"
"POINT (16.626647222 49.1904805560001)","140166","2017/10/08","1899/12/30","Neděle","Sunday","Den","Day","Brno, Krenova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19048055560","16.62664722220"
"POINT (16.590242201 49.227033917)","140195","2017/10/08","1899/12/30","Neděle","Sunday","Den","Day","Brno, Riegrova","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22703391670","16.59024220120"
"POINT (16.6098304540001 49.190318217)","140204","2017/10/08","1899/12/30","Neděle","Sunday","Den","Day","Brno, Nadrazni","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19031821660","16.60983045390"
"POINT (16.528468699 49.221321334)","140337","2017/10/07","1899/12/30","Sobota","Saturday","Noc","Night","Brno, Odbojarska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22132133430","16.52846869880"
"POINT (16.6020836660001 49.2160319710001)","140384","2017/10/07","1899/12/30","Sobota","Saturday","Den","Day","Brno, Reissigova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21603197120","16.60208366560"
"POINT (16.6063448670001 49.199640458)","141108","2017/10/05","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Moravske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19964045840","16.60634486700"
"POINT (16.6063448670001 49.199640458)","141242","2017/10/05","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Moravske namesti","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19964045840","16.60634486700"
"POINT (16.590444151 49.2272336030001)","142566","2017/10/02","1899/12/30","Pondělí","Monday","Den","Day","Brno, Bulharska","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22723360310","16.59044415100"
"POINT (16.6109863460001 49.1993622890001)","142597","2017/10/02","1899/12/30","Pondělí","Monday","Den","Day","Brno, Koliste","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19936228920","16.61098634570"
"POINT (16.590444151 49.2272336030001)","142811","2017/10/02","1899/12/30","Pondělí","Monday","Den","Day","Brno, Bulharska","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22723360310","16.59044415100"
"POINT (16.6070015280001 49.2029988640001)","142820","2017/10/02","1899/12/30","Pondělí","Monday","Den","Day","Brno, Lidicka","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20299886450","16.60700152810"
"POINT (16.589182151 49.2157950440001)","142974","2017/10/02","1899/12/30","Pondělí","Monday","Den","Day","Brno, Jana Babaka","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21579504430","16.58918215110"
"POINT (16.581112478 49.190308552)","143180","2017/10/01","1899/12/30","Neděle","Sunday","Den","Day","Brno, Hlinky","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19030855200","16.58111247770"
"POINT (16.581112478 49.190308552)","143184","2017/10/01","1899/12/30","Neděle","Sunday","Den","Day","Brno, Hlinky","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19030855200","16.58111247770"
"POINT (16.6058312110001 49.1903549620001)","143227","2017/09/30","1899/12/30","Sobota","Saturday","Noc","Night","Brno, Husova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19035496160","16.60583121130"
"POINT (16.625098569 49.1753786780001)","143652","2017/09/28","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.625098569 49.1753786780001)","143672","2017/09/28","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.625098569 49.1753786780001)","143740","2017/09/28","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.625098569 49.1753786780001)","143750","2017/09/28","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.5342004340001 49.2209068180001)","143913","2017/09/27","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Pod Horkou","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.22090681850","16.53420043420"
"POINT (16.61097628 49.200513846)","143954","2017/09/27","1899/12/30","Středa","Wednesday","Den","Day","Brno, trida Kpt. Jarose","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20051384600","16.61097628020"
"POINT (16.61097628 49.200513846)","143955","2017/09/27","1899/12/30","Středa","Wednesday","Den","Day","Brno, trida Kpt. Jarose","Cyklista na chodníku","Cyclist on the sidewalk","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.20051384600","16.61097628020"
"POINT (16.620608191 49.198465651)","144308","2017/09/27","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Cejl","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19846565130","16.62060819070"
"POINT (16.6070015280001 49.2029988640001)","144401","2017/09/26","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Lidicka","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20299886450","16.60700152810"
"POINT (16.6439896100001 49.2087671640001)","144474","2017/09/26","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Podsednicka","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20876716450","16.64398960980"
"POINT (16.5936420200001 49.2237465810001)","144491","2017/09/26","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Husitska","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22374658100","16.59364201980"
"POINT (16.598120297 49.2160637120001)","145889","2017/09/21","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Kartouzska","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.21606371240","16.59812029660"
"POINT (16.6212918580001 49.1931521450001)","148033","2017/09/16","1899/12/30","Sobota","Saturday","Den","Day","Brno, spitalka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19315214460","16.62129185840"
"POINT (16.581112478 49.190308552)","148040","2017/09/16","1899/12/30","Sobota","Saturday","Den","Day","Brno, Hlinky","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19030855200","16.58111247770"
"POINT (16.626647222 49.1904805560001)","148047","2017/09/16","1899/12/30","Sobota","Saturday","Den","Day","Brno, Krenova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19048055560","16.62664722220"
"POINT (16.60634487 49.1996404600001)","148186","2017/09/15","1899/12/30","Pátek","Friday","Den","Day","Brno, Moravske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19964046000","16.60634487000"
"POINT (16.60634487 49.1996404600001)","148197","2017/09/15","1899/12/30","Pátek","Friday","Den","Day","Brno, Moravske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19964046000","16.60634487000"
"POINT (16.5811124800001 49.1903085500001)","148257","2017/09/15","1899/12/30","Pátek","Friday","Den","Day","Brno, Hlinky","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19030855000","16.58111248000"
"POINT (16.6049414600001 49.2110089700001)","148292","2017/09/15","1899/12/30","Pátek","Friday","Den","Day","Brno, Rybnicek","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.21100897000","16.60494146000"
"POINT (16.60634487 49.1996404600001)","148362","2017/09/15","1899/12/30","Pátek","Friday","Den","Day","Brno, Moravske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19964046000","16.60634487000"
"POINT (16.60634487 49.1996404600001)","148375","2017/09/15","1899/12/30","Pátek","Friday","Den","Day","Brno, Moravske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19964046000","16.60634487000"
"POINT (16.60247166 49.1892707700001)","148647","2017/09/14","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Hybesova","Průjezd na červenou - cyklista","Cyclist - ignoring traffic lights","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.18927077000","16.60247166000"
"POINT (16.6284493900001 49.20597923)","149156","2017/09/13","1899/12/30","Středa","Wednesday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.6058312100001 49.19035496)","149495","2017/09/12","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Husova","Cyklista na chodníku","Cyclist on the sidewalk","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.19035496000","16.60583121000"
"POINT (16.6034666100001 49.20228296)","149509","2017/09/12","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Smetanova","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20228296000","16.60346661000"
"POINT (16.6098304500001 49.1903182200001)","150609","2017/09/08","1899/12/30","Pátek","Friday","Den","Day","Brno, Nadrazni","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19031822000","16.60983045000"
"POINT (16.5968861100001 49.206015)","150615","2017/09/08","1899/12/30","Pátek","Friday","Den","Day","Brno, Kounicova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20601500000","16.59688611000"
"POINT (16.6284493900001 49.20597923)","150627","2017/09/08","1899/12/30","Pátek","Friday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.5797389100001 49.1701508300001)","150964","2017/09/07","1899/12/30","Čtvrtek","Thursday","Noc","Night","Brno, Dlouha","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.17015083000","16.57973891000"
"POINT (16.59938749 49.1810188800001)","151966","2017/09/06","1899/12/30","Středa","Wednesday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101888000","16.59938749000"
"POINT (16.59938749 49.1810188800001)","151969","2017/09/06","1899/12/30","Středa","Wednesday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101888000","16.59938749000"
"POINT (16.59938749 49.1810188800001)","151981","2017/09/06","1899/12/30","Středa","Wednesday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101888000","16.59938749000"
"POINT (16.5960050300001 49.21163046)","152022","2017/09/05","1899/12/30","Úterý","Tuesday","Noc","Night","Brno, sumavska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.21163046000","16.59600503000"
"POINT (16.590023 49.211337)","152038","2017/09/05","1899/12/30","Úterý","Tuesday","Noc","Night","Brno, Pod kastany","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21133700000","16.59002300000"
